Gene_acc,Gene_id,log2fc,log10intensity,logFDR,Desc,desc2,ids2
4268,Tb927.7.1860,-0.19920524315254806,5.4357891383766885,-0.8012274517704365,"hypothetical protein, conserved","Tb927.7.1860:mRNA-p1 | transcript=Tb927.7.1860:mRNA | gene=Tb927.7.1860 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:448850-449137(",Tb927.7.1860:mRNA-p1;Tb927.7.1820:mRNA-p1
4269,Tb927.1.2730,-0.1994226619385025,5.539670056701411,-0.5307359360376713,"conserved protein, unknown function","Tb927.1.2730:mRNA-p1 | transcript=Tb927.1.2730:mRNA | gene=Tb927.1.2730 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=conserved protein, unknown function | transcript_product=conserved protein, unknown function | location=Tb927_01_v5.1:628874",Tb927.1.2730:mRNA-p1
4270,Tb927.7.1110,-0.19957223129777305,7.061744563417319,-0.7815187164128504,"asparagine synthetase a, putative","Tb927.7.1110:mRNA-p1 | transcript=Tb927.7.1110:mRNA | gene=Tb927.7.1110 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=asparagine synthetase a, putative | transcript_product=asparagine synthetase a, putative | location=Tb927_07_v5.1:288012-289",Tb927.7.1110:mRNA-p1
4271,Tb927.10.4130,-0.2000059100198632,5.252808071974726,-0.2107398088617211,NADH-ubiquinone oxidoreductase B13 subunit,Tb927.10.4130:mRNA-p1 | transcript=Tb927.10.4130:mRNA | gene=Tb927.10.4130 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=NADH-ubiquinone oxidoreductase B13 subunit | transcript_product=NADH-ubiquinone oxidoreductase B13 subunit | location=Tb9,Tb927.10.4130:mRNA-p1
4272,Tb927.11.2330,-0.20019220237852742,5.544597510360202,-0.508557222904324,"molybdopterin synthase sulphurylase protein, putative","Tb927.11.2330:mRNA-p1 | transcript=Tb927.11.2330:mRNA | gene=Tb927.11.2330 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=molybdopterin synthase sulphurylase protein, putative | transcript_product=molybdopterin synthase sulphurylase protein, p",Tb927.11.2330:mRNA-p1
4273,Tb927.3.3950,-0.2003227698333391,5.792384179735866,-0.9244897585186392,"hypothetical protein, conserved","Tb927.3.3950:mRNA-p1 | transcript=Tb927.3.3950:mRNA | gene=Tb927.3.3950 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:1107571-110922",Tb927.3.3950:mRNA-p1
4274,Tb927.9.3640,-0.20051976103232985,5.500988745327658,-0.3920622492562008,"LSU ribosomal protein, mitochondrial, putative","Tb927.9.3640:mRNA-p1 | transcript=Tb927.9.3640:mRNA | gene=Tb927.9.3640 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=LSU ribosomal protein, mitochondrial, putative | transcript_product=LSU ribosomal protein, mitochondrial, putative | locatio",Tb927.9.3640:mRNA-p1
4275,Tb927.11.5140,-0.20069316584990193,6.3713799740398525,-0.6608611807762885,"ubiquitin carboxyl-terminal hydrolase, putative","Tb927.11.5140:mRNA-p1 | transcript=Tb927.11.5140:mRNA | gene=Tb927.11.5140 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ubiquitin carboxyl-terminal hydrolase, putative | transcript_product=ubiquitin carboxyl-terminal hydrolase, putative | lo",Tb927.11.5140:mRNA-p1
4276,Tb927.11.5880,-0.20107225113266272,5.386689415244764,-0.5686571462552357,"LSU ribosomal protein, mitochondrial, putative","Tb927.11.5880:mRNA-p1 | transcript=Tb927.11.5880:mRNA | gene=Tb927.11.5880 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=LSU ribosomal protein, mitochondrial, putative | transcript_product=LSU ribosomal protein, mitochondrial, putative | loca",Tb927.11.5880:mRNA-p1
4277,Tb927.11.8290,-0.20135604138007915,5.932365362436115,-0.6371598620200224,"DIS3-like exonuclease, putative","Tb927.11.8290:mRNA-p1 | transcript=Tb927.11.8290:mRNA | gene=Tb927.11.8290 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=DIS3-like exonuclease, putative | transcript_product=DIS3-like exonuclease, putative | location=Tb927_11_v5.1:2327343-233",Tb927.11.8290:mRNA-p1
4278,Tb927.8.3980,-0.20148217641062496,5.7909232167214455,-1.0111906689411572,"hypothetical protein, conserved","Tb927.8.3980:mRNA-p1 | transcript=Tb927.8.3980:mRNA | gene=Tb927.8.3980 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_08_v5.1:1187664-118978",Tb927.8.3980:mRNA-p1
4279,Tb927.10.8030,-0.20220799748584706,6.42384129352734,-0.22288748931698601,Mitochondrial ATP synthase subunit 5,Tb927.10.8030:mRNA-p1 | transcript=Tb927.10.8030:mRNA | gene=Tb927.10.8030 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Mitochondrial ATP synthase subunit 5 | transcript_product=Mitochondrial ATP synthase subunit 5 | location=Tb927_10_v5.1:2,Tb927.10.8030:mRNA-p1
4280,Tb927.8.5960,-0.20249080865286131,5.968951265062774,-0.3632437001184239,"hypothetical protein, conserved","Tb927.8.5960:mRNA-p1 | transcript=Tb927.8.5960:mRNA | gene=Tb927.8.5960 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_08_v5.1:1746896-174739",Tb927.8.5960:mRNA-p1
4281,Tb927.11.1550,-0.20279172486119998,4.77856324706449,-0.28339833902624767,"XRN 5-3 exonuclease N-terminus, putative","Tb927.11.1550:mRNA-p1 | transcript=Tb927.11.1550:mRNA | gene=Tb927.11.1550 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=XRN 5-3 exonuclease N-terminus, putative | transcript_product=XRN 5-3 exonuclease N-terminus, putative | location=Tb9",Tb927.11.1550:mRNA-p1
4282,Tb927.6.3600,-0.2029901618648042,4.990741222075571,-0.2532998890103335,"LSU ribosomal protein, mitochondrial, putative","Tb927.6.3600:mRNA-p1 | transcript=Tb927.6.3600:mRNA | gene=Tb927.6.3600 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=LSU ribosomal protein, mitochondrial, putative | transcript_product=LSU ribosomal protein, mitochondrial, putative | locatio",Tb927.6.3600:mRNA-p1
4283,Tb927.4.1170,-0.20482516159329597,5.916419738135828,-0.3593417137160573,"ankyrin, putative","Tb927.4.1170:mRNA-p1 | transcript=Tb927.4.1170:mRNA | gene=Tb927.4.1170 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ankyrin, putative | transcript_product=ankyrin, putative | location=Tb927_04_v5.1:309801-310820(-) | protein_length=339 | se",Tb927.4.1170:mRNA-p1
4284,Tb927.8.1580,-0.20632597561363403,5.033849431569649,-0.44228402279483897,"hypothetical protein, conserved","Tb927.8.1580:mRNA-p1 | transcript=Tb927.8.1580:mRNA | gene=Tb927.8.1580 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_08_v5.1:514037-514870(",Tb927.8.1580:mRNA-p1
4285,Tb927.10.7540,-0.2075165942042276,5.340705056067179,-0.8184306411583533,"VRR-NUC domain containing protein, putative","Tb927.10.7540:mRNA-p1 | transcript=Tb927.10.7540:mRNA | gene=Tb927.10.7540 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=VRR-NUC domain containing protein, putative | transcript_product=VRR-NUC domain containing protein, putative | location=T",Tb927.10.7540:mRNA-p1
4286,Tb927.11.800,-0.20778041011819123,6.157228100182196,-0.4102508607508749,"prefoldin subunit, putative","Tb927.11.800:mRNA-p1 | transcript=Tb927.11.800:mRNA | gene=Tb927.11.800 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=prefoldin subunit, putative | transcript_product=prefoldin subunit, putative | location=Tb927_11_v5.1:204093-204467(+) | pro",Tb927.11.800:mRNA-p1
4287,Tb927.11.13610,-0.20831083722338511,5.710633676103729,-0.4047042217977325,"rhodanese-like domain containing protein, putative","Tb927.11.13610:mRNA-p1 | transcript=Tb927.11.13610:mRNA | gene=Tb927.11.13610 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=rhodanese-like domain containing protein, putative | transcript_product=rhodanese-like domain containing protein, puta",Tb927.11.13610:mRNA-p1
4288,Tb927.6.2370,-0.20843645804109442,4.965753707108709,-0.46612315697560763,"ubiquitin-protein ligase, putative","Tb927.6.2370:mRNA-p1 | transcript=Tb927.6.2370:mRNA | gene=Tb927.6.2370 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ubiquitin-protein ligase, putative | transcript_product=ubiquitin-protein ligase, putative | location=Tb927_06_v5.1:729942-7",Tb927.6.2370:mRNA-p1
4289,Tb927.8.1945,-0.20863187596902674,5.452218521542807,-0.37188848872047203,hypothetical protein,Tb927.8.1945:mRNA-p1 | transcript=Tb927.8.1945:mRNA | gene=Tb927.8.1945 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Tb927_08_v5.1:626551-626988(+) | protein_length=14,Tb927.8.1945:mRNA-p1
4290,Tb927.9.6060,-0.20935330986972203,5.681342395053656,-0.40424210821399875,ERV/ALR sulfhydryl oxidase domain-containing protein,Tb927.9.6060:mRNA-p1 | transcript=Tb927.9.6060:mRNA | gene=Tb927.9.6060 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ERV/ALR sulfhydryl oxidase domain-containing protein | transcript_product=ERV/ALR sulfhydryl oxidase domain-containing prote,Tb927.9.6060:mRNA-p1
4291,Tb927.3.4790,-0.20969774335746322,7.022112681390482,-0.8780367843614987,"Aminopeptidase M1, putative","Tb927.3.4790:mRNA-p1 | transcript=Tb927.3.4790:mRNA | gene=Tb927.3.4790 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Aminopeptidase M1, putative | transcript_product=Aminopeptidase M1, putative | location=Tb927_03_v5.1:1349765-1352380(-) | p",Tb927.3.4790:mRNA-p1;Tb927.3.4750:mRNA-p1
4292,Tb927.11.13590,-0.20985098143452213,5.182213893589338,-0.3201955004878572,"hypothetical protein, conserved","Tb927.11.13590:mRNA-p1 | transcript=Tb927.11.13590:mRNA | gene=Tb927.11.13590 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:3629555-",Tb927.11.13590:mRNA-p1
4293,Tb927.11.7800,-0.20990882168498967,6.016532955886647,-0.46438552496234337,"hypothetical protein, conserved","Tb927.11.7800:mRNA-p1 | transcript=Tb927.11.7800:mRNA | gene=Tb927.11.7800 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:2207933-220",Tb927.11.7800:mRNA-p1
4294,Tb927.11.8230,-0.210531920431667,6.283147047410507,-0.9014269811884595,"hypothetical protein, conserved","Tb927.11.8230:mRNA-p1 | transcript=Tb927.11.8230:mRNA | gene=Tb927.11.8230 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:2314461-231",Tb927.11.8230:mRNA-p1
4295,Tb927.10.1100,-0.21110435522563303,7.144291242332694,-1.127636392910854,"60S ribosomal protein L9, putative","Tb927.10.1100:mRNA-p1 | transcript=Tb927.10.1100:mRNA | gene=Tb927.10.1100 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=60S ribosomal protein L9, putative | transcript_product=60S ribosomal protein L9, putative | location=Tb927_10_v5.1:29172",Tb927.10.1100:mRNA-p1;Tb927.6.4690:mRNA-p1
4296,Tb927.6.750,-0.21141086268894216,6.046054911165138,-0.5086536573190468,"kinetoplastid-specific phospho-protein phosphatase, putative","Tb927.6.750:mRNA-p1 | transcript=Tb927.6.750:mRNA | gene=Tb927.6.750 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=kinetoplastid-specific phospho-protein phosphatase, putative | transcript_product=kinetoplastid-specific phospho-protein phosph",Tb927.6.750:mRNA-p1
4297,Tb927.7.7080,-0.21190234429014332,4.734810427521035,-0.4397173641786768,mitochondrial glycoprotein-like protein,Tb927.7.7080:mRNA-p1 | transcript=Tb927.7.7080:mRNA | gene=Tb927.7.7080 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mitochondrial glycoprotein-like protein | transcript_product=mitochondrial glycoprotein-like protein | location=Tb927_07_v5.,Tb927.7.7080:mRNA-p1
4298,Tb927.11.11000,-0.21283798347215455,5.767846948004979,-1.1257857437794727,"Calponin homology (CH) domain containing protein, putative","Tb927.11.11000:mRNA-p1 | transcript=Tb927.11.11000:mRNA | gene=Tb927.11.11000 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Calponin homology (CH) domain containing protein, putative | transcript_product=Calponin homology (CH) domain containi",Tb927.11.11000:mRNA-p1
4299,Tb927.6.2200,-0.21292435591988879,6.902707321846529,-0.5685436935052989,"DJ-1 family protein, putative","Tb927.6.2200:mRNA-p1 | transcript=Tb927.6.2200:mRNA | gene=Tb927.6.2200 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=DJ-1 family protein, putative | transcript_product=DJ-1 family protein, putative | location=Tb927_06_v5.1:698549-699142(+) |",Tb927.6.2200:mRNA-p1
4300,Tb927.10.3170,-0.21303266459844142,6.440995795695167,-0.9232716694947173,"ABC transporter, putative","Tb927.10.3170:mRNA-p1 | transcript=Tb927.10.3170:mRNA | gene=Tb927.10.3170 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ABC transporter, putative | transcript_product=ABC transporter, putative | location=Tb927_10_v5.1:824089-826260(+) | prot",Tb927.10.3170:mRNA-p1;Tb11.v5.0791.1-p1
4301,Tb927.9.9290,-0.2130776732528885,7.056686703494023,-0.966289068277464,polyadenylate-binding protein 1,Tb927.9.9290:mRNA-p1 | transcript=Tb927.9.9290:mRNA | gene=Tb927.9.9290 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=polyadenylate-binding protein 1 | transcript_product=polyadenylate-binding protein 1 | location=Tb927_09_v5.1:1478398-148009,Tb927.9.9290:mRNA-p1
4302,Tb927.8.2540,-0.21364970237552328,7.025121389220353,-0.3298133106720274,3-ketoacyl-CoA thiolase,Tb927.8.2540:mRNA-p1 | transcript=Tb927.8.2540:mRNA | gene=Tb927.8.2540 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=3-ketoacyl-CoA thiolase | transcript_product=3-ketoacyl-CoA thiolase | location=Tb927_08_v5.1:749535-750851(+) | protein_len,Tb927.8.2540:mRNA-p1
4303,Tb927.1.1200,-0.21369075232586351,5.100192059438462,-0.4057817719020466,Mitochondrial ribosomal protein S15,Tb927.1.1200:mRNA-p1 | transcript=Tb927.1.1200:mRNA | gene=Tb927.1.1200 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Mitochondrial ribosomal protein S15 | transcript_product=Mitochondrial ribosomal protein S15 | location=Tb927_01_v5.1:323197,Tb927.1.1200:mRNA-p1
4304,Tb927.2.2130,-0.2138071144612455,6.161175108720095,-1.1809114444493642,"small GTP-binding protein RAB6, putative","Tb927.2.2130:mRNA-p1 | transcript=Tb927.2.2130:mRNA | gene=Tb927.2.2130 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=small GTP-binding protein RAB6, putative | transcript_product=small GTP-binding protein RAB6, putative | location=Tb927_02_v",Tb927.2.2130:mRNA-p1
4305,Tb927.5.1630,-0.21405425606196313,5.624894391517422,-0.17210880015750585,"hypothetical protein, conserved","Tb927.5.1630:mRNA-p1 | transcript=Tb927.5.1630:mRNA | gene=Tb927.5.1630 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_05_v5.1:570736-571215(",Tb927.5.1630:mRNA-p1
4306,Tb927.9.3370,-0.21408672535997897,4.857233399755523,-0.3127315074686469,thioredoxin,Tb927.9.3370:mRNA-p1 | transcript=Tb927.9.3370:mRNA | gene=Tb927.9.3370 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=thioredoxin | transcript_product=thioredoxin | location=Tb927_09_v5.1:700627-700950(+) | protein_length=107 | sequence_SO=ch,Tb927.9.3370:mRNA-p1
4307,Tb927.6.2970,-0.21452258572241198,4.792619962728727,0.0,"pseudouridine synthase A-like protein, putative","Tb927.6.2970:mRNA-p1 | transcript=Tb927.6.2970:mRNA | gene=Tb927.6.2970 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=pseudouridine synthase A-like protein, putative | transcript_product=pseudouridine synthase A-like protein, putative | locat",Tb927.6.2970:mRNA-p1
4308,Tb927.7.1450,-0.21470034613598685,4.893438176109211,-0.4550933084447283,"Conserved hypothetical ATP binding protein, putative","Tb927.7.1450:mRNA-p1 | transcript=Tb927.7.1450:mRNA | gene=Tb927.7.1450 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Conserved hypothetical ATP binding protein, putative | transcript_product=Conserved hypothetical ATP binding protein, putati",Tb927.7.1450:mRNA-p1
4309,Tb927.10.9820,-0.21526453752351243,6.198227721069573,-0.5792520829143691,mitochondrial intermediate peptidase,Tb927.10.9820:mRNA-p1 | transcript=Tb927.10.9820:mRNA | gene=Tb927.10.9820 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mitochondrial intermediate peptidase | transcript_product=mitochondrial intermediate peptidase | location=Tb927_10_v5.1:2,Tb927.10.9820:mRNA-p1;Tb11.v5.0565.1-p1
4310,Tb927.6.2130,-0.21535699758158355,5.651362802144074,-1.0909112269545485,"nuclear movement protein, putative","Tb927.6.2130:mRNA-p1 | transcript=Tb927.6.2130:mRNA | gene=Tb927.6.2130 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=nuclear movement protein, putative | transcript_product=nuclear movement protein, putative | location=Tb927_06_v5.1:680916-6",Tb927.6.2130:mRNA-p1
4311,Tb927.7.4000,-0.21554844957322458,6.285467879904303,-0.887329286511201,"glutathione synthetase, putative","Tb927.7.4000:mRNA-p1 | transcript=Tb927.7.4000:mRNA | gene=Tb927.7.4000 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=glutathione synthetase, putative | transcript_product=glutathione synthetase, putative | location=Tb927_07_v5.1:1057299-1058",Tb927.7.4000:mRNA-p1
4312,Tb927.4.4210,-0.2156958390980314,6.16205645672456,-0.9274457521218905,"ATP-dependent zinc metalloprotease AFG3-like, putative","Tb927.4.4210:mRNA-p1 | transcript=Tb927.4.4210:mRNA | gene=Tb927.4.4210 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ATP-dependent zinc metalloprotease AFG3-like, putative | transcript_product=ATP-dependent zinc metalloprotease AFG3-like, pu",Tb927.4.4210:mRNA-p1
4313,Tb927.3.640,-0.2157974101751348,5.69378201402014,-1.037497019798899,"hypothetical protein, conserved","Tb927.3.640:mRNA-p1 | transcript=Tb927.3.640:mRNA | gene=Tb927.3.640 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:160524-161414(-) ",Tb927.3.640:mRNA-p1
4314,Tb927.11.5180,-0.21590811189690887,6.422753371458903,-1.1403908502570659,"hypothetical protein, conserved","Tb927.11.5180:mRNA-p1 | transcript=Tb927.11.5180:mRNA | gene=Tb927.11.5180 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:1477270-147",Tb927.11.5180:mRNA-p1
4315,Tb927.8.8020,-0.2159725940144325,5.720327047128517,-0.9032710239630305,"monoglyceride lipase, putative","Tb927.8.8020:mRNA-p1 | transcript=Tb927.8.8020:mRNA | gene=Tb927.8.8020 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=monoglyceride lipase, putative | transcript_product=monoglyceride lipase, putative | location=Tb927_08_v5.1:2376682-2377626(",Tb927.8.8020:mRNA-p1
